Headache_During_Game,Headache_After_Game,Blurred_During_Game,Blurred_After_Game,Dry_or_redeye_during_Game,Dry_or_redeye_After_Game,Double_Vision_After_Game,Double_Vision_After_Game,Light_sense_During_Game,Light_Sense_After_Game,Other_Eye_Affects,Very Good Posture,Good Posture,Fair Posture,Poor Posture,Very Poor Posture,Ok,Awful,Neck discomfort,shoulders discomfort,lower back discomfort,Hands discomfort,Wrists discomfort/pain,Fingers discomfort/blisters,Thumbs discomfort/blisters,Repetitive Strain Injury,Other causes of injuries,Motion controllers,Arcade genre,Puzzle genre,RPG genre,Sim genre,RTS genre,Driving genre,FPS genre,Platform genre,Rhythm genre,Sport genre,Other Genres,Key/Mouse controller,FF Pad,Jpad,Motion controller,Rhythm controller,Other Controllers,Gender,Years,Age,hours_per_week,Year interval
,,,,,,,,,Y,,C,P,,,,,,,,,,,,,No,,No,Y,,Y,Y,,,Y,,,,,Y,Y,,,,,M,19,24,10,2013 - 2014
Y,,,,,,,,,,,,C,P,,,,,D Pain,,A Ache,,,,D Knuckle Cracking,No,,No,,,Y,,,,,,,,,Y,,,,,,M,15,21,15,2013 - 2014
Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,B,,,,,,B Ache,B Ache,,,,,No,,Plat/Dance,,,,,,Y,,Y,,,,Y,Y,Y,,,,F,15,21,12,2013 - 2014
,Y,,Y,,Y,,Y,,Y,,,P,C,,,,,A Ache,A Ache,A Ache,,,,,No,,No,,,Y,,Y,,Y,,,,,Y,Y,,,,,M,12,20,70,2013 - 2014
,Y,,Y,,Y,,,,,,,B,,,,,,B Athritis,B Athritis,B Athritis,B Athritis,B Athritis,B Athritis,B Athritis,YES,gGuitar Playing,No,,,Y,Y,Y,,,,,,,Y,Y,,,,,M,12,19,18,2013 - 2014
Y,,,,,,,,,,,,, ,,,,,,,,,,,,No,,No,,,Y,,,,Y,,,,,Y,Y,,,,,M,16,18,20,2013 - 2014
Y,Y,,,Y,Y,,,,,,,,C,,P,,,,,B Strain,,,D Awkward key position,D Awkward key position,No,,No,,,Y,,,,,,,,RoGue-like,Y,Y,,,,,M,16,19,21,2013 - 2014
Y,Y,Y,,Y,,Y,,Y,Y,,,,C,,,,,,,,,,,,No,,No,,,Y,,,,,Y,Y,,,,Y,,,,,M,9,19,8,2013 - 2014
Y,,Y,,,,,,,,,,,B,,,,,D Neck,,,,,,,No,,No,,,Y,,,,Y,,,,,Y,Y,,,,,M,16,19,10,2013 - 2014
,,,,,,,,,,,,,B,,,,,,,,,,,,No,,No,,,,,Y,Y,,,,,,Y,,,,,,M,9,19,24,2013 - 2014
Y,Y,Y,Y,,Y,,,Y,Y,,,B,,,,,,D Discomfort,D Discomfort,D Discomfort,D Strain,,,,No,,No,,,Y,,,,Y,Y,,,,,Y,,,,,M,11,20,24,2013 - 2014
,,,Y,Y,Y,,,Y,Y,,,,P,,,,,,,D Pain,,,,,No,,No,,,,,Y,,,,,,,Y,,,,,,M,12,20,15,2013 - 2014
Y,Y,,Y,,Y,,,,Y,,,C,,P,,,,D Pain,,A Discomfort,,,D Numbness,,No,,No,,,,,,,,,,,Fighting,,,,,,Arcade Double Stick,M,15,20,35,2013 - 2014
Y,Y,,,Y,Y,,,,,,,,,B,,,,D Strain/Cramp,,,D Strain/Cramp,,D Strain/Cramp,D Strain/Cramp,No,,No,,,Y,,,,Y,,,,,Y,,Y,,,,M,11,18,9,2013 - 2014
,,,,,,,,,,,,P,,,,,,,,,,,,,No,,FPS,,,,Y,Y,,Y,,,,,Y,,,,,,M,15,19,17,2013 - 2014
,,,,,Y,,,,,,,B,,,,,,,,,,,,,No,,Some,,,Y,,,,Y,,,,,Y,,,,,,M,14,19,33,2013 - 2014
,Y,,,,Y,,,,Y,,,,,B,,,,,,A Pain,,,,,No,,No,,,,,,Y,Y,,,Y,,,Y,,,,,M,13,19,80,2013 - 2014
,,Y,Y,,Y,,,,Y,,,C,,P,,,,,D Pain,A Discomfort,,,,,YES,Rugby Injury,No,,,Y,,Y,,,,,,Tower Defense,Y,,,,,,M,19,22,100,2013 - 2014
Y,Y,,,,Y,,,,,,,C,,P,,,,D Ache,D Ache,D Ache,,,,,No,,Platform,,,,,,,,Y,,,,,Y,,,,,M,10,19,22,2013 - 2014
Y,Y,Y,,Y,Y,,,,Y,,,,,B,,,,B Ache,D Tight,,,,,D Strain,No,,No,,,,,Y,,,,,,,,Y,,,,,M,14,19,6,2013 - 2014
,,,,,Y,,,,,,P,,C,,,,,D,D,,,D,,,No,,No,,,,Y,Y,,Y,,,,,Y,,,,,,M,18,2,12,2013 - 2014
,,Y,Y,,,,,,,,,,P,C,,,,,,,D Numbness,,,,No,,No,,,Y,,,,,,,,,Y,,,,,,M,10,18,50,2013 - 2014
,Y,,,,,,,,Y,,,C,,P,,,,D Discomfort,D Discomfort,,,,,,No,,No,,,,Y,Y,,Y,,,,,Y,Y,,,,,M,12,18,40,2013 - 2014
,,Y,Y,,,,,Y,Y,,C,P,,,,,,,,,,,,A Fatigue,No,,No,,,Y,,,,Y,,,,,,Y,,,,,M,11,20,10,2013 - 2014
,,,,,,,,,,,,,,,B,,,A,,,,A,,,No,,No,,Y,Y,,,,,Y,,,,Y,Y,,,,,M,15,19,20,2013 - 2014
,,,,,,,,,Y,,,,B,,,,,A,,,,,,,No,,No,,,Y,,Y,,Y,,,,,,Y,,,,,M,15,20,9,2013 - 2014
,,,,Y,,,,,,,,,P,,,,,,,,,,,,No,,No,,,Y,,Y,,Y,,,,,Y,,,,,,M,15,18,33,2013 - 2014
,Y,,,Y,,Y,,,,,C,,P,,,,,D,,,,,,,No,,No,,,Y,,,,Y,,,Y,,,Y,,,,,M,5,20,15,2013 - 2014
,,Y,,,,,,Y,,,,,,P,C,,,D,,,D,,,,No,,Driving,,Y,,,,,,,,,Fighting,,Y,,,,,M,14,19,15,2013 - 2014
,Y,,,Y,Y,,,,,,,P,C,,,,,,,D Sore,,,,D Stiff,No,,No,,,Y,,Y,,Y,,,,,Y,Y,,,,,M,15,20,8,2013 - 2014
,Y,,,,,,,,,,,,,C,,,,,,,,,,,No,,Anything Moving,,,Y,,,,Y,,,Y,,,Y,,,,,M,9,18,9,2013 - 2014
Y,Y,,,,Y,,,,,,,,C,P,,,,D Ache,,D Ache,D Ache,D Ache,,,No,,No,,,Y,,Y,,Y,,,,,Y,,,,,,M,18,24,22,2013 - 2014
,,,Y,,,,,,,,,B,,,,,,,,,,,,,No,,No,,,Y,,,,Y,,,,,,Y,,,,,M,12,18,17,2013 - 2014
,,,,Y,,,,,,,,,P,C,,,,,,,,,,,No,,No,,,Y,,,,,,,,Fighting,,Y,,,,,M,12,18,15,2013 - 2014
,,,,,,,,,,,,C,P,,,,,D Blisters,,,,,,,No,,No,,,Y,,,,,,,,Fighting,Y,Y,,,,,M,17,20,20,2013 - 2014
,Y,,,,,,,,,,,,P,C,,,,,,,,,,,No,,No,,,Y,,Y,,,,,,,Y,Y,,,,,M,9,19,2,2015 - 2016
,,,,Y,,,,,,,,C,P,,,,,,,,,,,,No,,No,Y,,Y,,,,Y,,,,,,Y,,,,,M,16,19,28,2015 - 2016
,,,,,,,,,,,,C,,,,,,,,,,,,,No,,Oculus Rift,Y,,,,,,Y,,,,Horror,,Y,,,,,M,16,18,40,2015 - 2016
Y,,,,,Y,,,,,,,,P,C,,,,D,D,,,,,D Ache,No,,No,,,Y,,,,Y,,,,,,Y,,,,,M,12,18,5,2015 - 2016
,,,,,Y,,,,Y,,,,,B,,,,D,D,,,,,,No,,No,,,Y,,,,Y,Y,,,,,Y,,,,,M,15,20,15,2015 - 2016
,,,Y,,Y,,,,Y,,C,,P,,,,,,,,,D Sore,,,No,,No,,,,Y,Y,,Y,,,Y,,,Y,,,,,M,11,21,21,2015 - 2016
,,,,,,,,,,,,,,B,,,,B Ache,B Ache,B Ache,,,,,No,,Fighting,,,Y,Y,,,Y,,,,,,Y,,,,,M,15,19,15,2015 - 2016
Y,Y,,Y,Y,Y,,,Y,Y,,,,,C,P,,,B Stiff,,B Ache,D Ache,,,,No,,No,,,Y,,,,Y,,,,,Y,Y,,,,,M,16,18,30,2015 - 2016
,,Y,Y,,,,,,,,,,B,,,,,,,,D Numb,,,,No,,No,,,Y,,,,,Y,,,Adventure,,Y,,,,,M,16,19,23,2015 - 2016
Y,Y,Y,Y,Y,Y,,,Y,Y,,,,C,P,,,,,,B Pain,B Numb,B Pain,B Discomfort,A Discomfort,No,,FPS,,,Y,Y,,,,,,,,Y,Y,,,,,F,15,19,28,2015 - 2016
,,,,,,,,,Y,,,,P,C,,,,,,,,,,,No,,No,Y,,,,Y,,,,,,Horror,Y,,,,,,M,6,20,4,2015 - 2016
,,,,,,,,,,,,B,,,,,,,,,,,D Discomfort,,No,,No,,,Y,,,,,,,,,,Y,,,,,M,13,18,5,2015 - 2016
,,,,,,,,,,,,,B,,,,,,,,B Discomfort / Blister,,,B Discomfort / Numb,No,,No,,,,,,,,,,Y,,,Y,,,,,M,15,18,6,2015 - 2016
Y,Y,Y,Y,,Y,,,,,,,B,,,,,,D Pain,,,,,,,No,,FPS,,,Y,Y,,,Y,,,,,,Y,,,,,M,13,18,20,2015 - 2016
Y,Y,,,,,,,,,,,P,,,,,,,,D,,,D Ache,,No,,No,,,Y,Y,Y,,Y,Y,Y,,,Y,Y,,,,,F,14,18,6,2015 - 2016
Y,Y,,,,,,,,Y,,,P,,,,,,,,,,,,A Blister,No,,No,,,Y,Y,,,Y,,,,,Y,,,,,,M,14,18,9,2015 - 2016
Y,,,,,,,Y,,,,,,,,,,,,A Pain,,,D Pain,,,Yes,Partially,No,,Y,,,,Y,Y,,,,,Y,,Y,,,,F,14,18,12,2015 - 2016
,,,Y,,,,,,Y,,,,,B,,,,,,,,,,,No,,No,,Y,Y,,,,,Y,,,,Y,,,,,,M,12,19,20,2015 - 2016
,,,,Y,Y,,,,,,,,C,P,,,,,,,,,,,No,,No,,,Y,,,,,,,,,Y,Y,,,,,M,14,19,35,2015 - 2016
,,,,,Y,,,,,,,B,,,,,,,,,,,,,No,,No,,,Y,Y,,,Y,,,,,Y,,,,,,M,21,26,17,2015 - 2016
Y,Y,Y,Y,,,,,,,,,C,,P,,,,,,,B Ache,B Ache,,B Ache,No,,FPS,,Y,Y,Y,,,,,,,,Y,,,,,,F,12,16,14,2015 - 2016
,Y,,,,Y,Y,Y,,,,,,B,,,,,,,,,D Pain,,,No,,No,,,,,,,Y,,,,,Y,Y,,,,,M,10,19,37,2015 - 2016
,Y,,Y,,Y,,,,,,C,P,,,,,,B Pain,,A Discomfort,,,,,Yes,Yes,No,Y,,Y,,,,Y,,,,,Y,,,,,,F,13,19,45,2015 - 2016
Y,Y,,,Y,Y,,,,,,,B,,,,,,D Discomfort,D Discomfort,B Pain,,,,,No,,No,,,,Y,Y,,Y,,,,,,Y,,,,,M,14,18,42,2015 - 2016
Y,Y,,,,,,,,,,,,B,,,,,,,,,,B Numb,B Discomfort,Yes,Pen,No,,,Y,,,,Y,,,,,,Y,,,,,F,16,18,40,2015 - 2016
Y,Y,,,,Y,,,,,,,,P,C,,,,,,,,,,,No,,No,,,,,,,Y,,,,,Y,,,,,,M,15,18,50,2015 - 2016
,Y,,,Y,,,,,,,,P,C,,,,,,,D Ache,,,,,No,,FPS,,,Y,,,,,Y,,,Moba,Y,Y,,,,,M,15,19,8,2015 - 2016
,,,,,Y,,,,,,B,,,,,,,,,,,,,,No,,No,,,Y,,Y,,,,,,Card,Y,,,Y,,,M,17,22,20,2015 - 2016
Y,Y,,,,,,,,,,,,,B,,,,A Strain,,,,B Strain,,,No,,No,,Y,Y,,Y,,,,,,Moba,Y,Y,,,,,M,14,20,44,2015 - 2016
,Y,,,,,,,,,,,C,,,,,,,,,,,,,No,,No,,,,,,,,,,Y,Action,,Y,,,,,M,6,18,15,2015 - 2016
,,,,,,,,,,,,B,,,,,,,,,,,,,No,,No,,,Y,,Y,,Y,,,,,Y,Y,,,,,M,14,19,25,2015 - 2016
,,Y,,,Y,Y,,,,,C,P,,,,,,B Pain,B Pain,D Discomfort,,,,A Numb,No,,No,,,Y,,,,,,,,Moba,Y,Y,,,,,M,16,20,33,2015 - 2016
Y,,,,,,Y,,,,,,B,,,,,,D Discomfort,,B Pain,,D Discomfort,,,No,,No,,,Y,,,,Y,,,,Moba,,Y,,,,,M,16,19,50,2015 - 2016
Y,Y,,Y,Y,,,,,Y,,,P,,C,,,,D Ache,,,,,,,No,,FPS,,,Y,,,,Y,Y,,,,Y,Y,,,,,M,11,18,10,2015 - 2016
Y,Y,,Y,,Y,,Y,Y,Y,,,,,C,P,,,B Ache,B Ache,A Ache,D Ache,A Ache,,,No,,FPS,,,Y,,Y,,Y,,,,,,Y,,,,,M,14,18,25,2015 - 2016
,,,,,Y,,,,Y,,,,P,C,,,,A Strain,,,,,A Ache,B Ache,No,,No,,,,,,,Y,,,,,,Y,,,,,M,15,18,25,2015 - 2016
,,,,,Y,,,,,,,,P,C,,,,D,B,B,,,,,No,,No,,,Y,,,,Y,Y,,,,Y,Y,,,,,M,14,19,75,2015 - 2016
Y,Y,,Y,,,,,,,,,,B,,,,,B Pain,,,,,A Pain,A Pain,No,,No,,,Y,,,,Y,Y,,,,Y,Y,,,,,M,17,22,30,2015 - 2016
Y,Y,,,Y,Y,,,Y,Y,,,C,P,,,,,,,B Discomfort,,,,,No,,FPS,Y,,Y,,,,Y,,,,,Y,Y,,,,,M,15,18,25,2015 - 2016
Y,,,,Y,,,,,,,,B,,,,,,,,,,,B Discomfort,,No,,No,,,Y,,,,Y,Y,,,,Y,Y,,,,,M,17,21,12,2015 - 2016
Y,Y,,,Y,Y,,,,,,,P,C,,,,,B Pain,,B Pain,,B Discomfort,B Discomfort,D Numb,No,,No,,,,,Y,Y,Y,,,,,,Y,,,,,M,13,19,18,2015 - 2016
Y,,,,,,,,,,,,P,C,,,,,,,,,,,,No,,No,,,Y,,,,Y,,,,,Y,,,,,,M,12,19,8,2015 - 2016
,,,,,,,,,,,P,C,,,,,,D Sore,D Sore,D Sore,,,,,No,,FPS,,,Y,,,,Y,,,,Moba,Y,Y,,,,,M,16,18,14,2015 - 2016
Y,Y,Y,Y,,,,,,,,,,P,,C,,,,,A Ache,,,,,No,,No,,,,,Y,,Y,Y,,,,Y,Y,,,,,M,15,19,14,2015 - 2016
,Y,,Y,,Y,,Y,,Y,,,C,P,,,,,D Pain,D Pain,D Pain,D Pain,,,,Yes,No,No,,,,Y,,Y,,,,,Moba,Y,Y,,,,,M,12,18,15,2015 - 2016
Y,Y,Y,Y,Y,Y,,Y,Y,,,,,C,P,,,,B,,B,B Blisters,B,,,No,,No,,,Y,,Y,,Y,,,,,,Y,,,,,M,17,19,15,2015 - 2016
,Y,,,,Y,,,,,,,C,P,,,,,,,,,A Numb,,,No,,No,Y,,,,,,Y,,,,Survival,Y,Y,,,,,M,10,18,7,2015 - 2016
,Y,,,,Y,,,,,,,,C,,P,,,,,,B Ache,B Ache,,B Ache,Yes,Yes,Plat/Drvg,Y,,,,Y,,,Y,,,,Y,Y,,,,,M,18,20,15,2015 - 2016
,Y,,,,,,,,Y,,,,,,B,,,B Ache,B Ache,B Ache,D Ache,B Ache,D Ache,D Ache,No,,No,,,Y,Y,Y,,,,,,,Y,Y,,,,,M,13,18,38,2015 - 2016
Y,Y,,,,,Y,Y,,Y,,,P,,C,,,,,,,,,,,No,,No,,Y,Y,,,,,,,Y,,Y,,,,,,M,17,20,30,2015 - 2016
,Y,,,,Y,,,,Y,,,,B,,,,,A Stiff,,D Ache,,,,,No,,No,,,Y,,,,Y,Y,,,,,Y,,,,,M,10,18,30,2015 - 2016
Y,Y,,Y,Y,,Y,Y,,,,C,,P,,,,,B Ache,,B Ache,B Discomfort,B Discomfort,,B Discomfort,No,,No,,,Y,Y,Y,,,,,,,,Y,,,,,M,15,18,27,2015 - 2016
Y,Y,,Y,,,,,,,,,C,P,,,,,,,,D Numb,,,,No,,No,,Y,Y,,,,Y,,,,,Y,Y,,,,,M,11,19,45,2015 - 2016
Y,Y,Y,Y,,,,,Y,Y,,,C,,P,,,,B Ache,B Pain,D Pain,,D Pain,,,No,,No,,,,,,Y,Y,,,,Moba,Y,Y,,,,,M,14,19,26,2015 - 2016
Y,Y,,,,Y,,,,,,,C,,,,,,,,,,B Ache,B Sore,B Sore,No,,No,,,Y,,,,Y,,,,,,Y,,,,,M,19,25,15,2015 - 2016
,,,,Y,,,,Y,Y,,,,C,P,,,,,,,A Pain,,,,No,,No,,Y,Y,,,,Y,,,,Adventure,,Y,,,,,M,11,19,12,2015 - 2016
,,,,,,,,,,,,B,,,,,,,,,,,,,No,,No,,,,,Y,,Y,,,,Tanks,Y,,,,,,M,13,19,30,2015 - 2016
,,,,,,,,,,,,B,,,,,,,,,,,,,No,,No,,,Y,,,,Y,,,,,Y,,,,,,M,14,19,28,2015 - 2016
,,Y,,Y,,,,,,,,,P,,,,,B Ache,B Ache,B Ache,,D Sore,,D Sore,No,,No,,,Y,Y,,,Y,,,,,Y,,,,,,F,16,19,25,2015 - 2016
Y,Y,Y,Y,Y,Y,Y,Y,,,,,,C,P,,,,B Pain,B Pain,B Pain,,,B Stiff,,No,,Oculus Rift,,Y,Y,,,Y,,,,,,,Y,,,,,F,8,18,15,2015 - 2016
Y,Y,,Y,,,,Y,Y,Y,,,C,P,,,,,B Strain,A Pain,B Pain,B Pain,,,,No,,No,,,Y,,,,Y,,,,Action,Y,Y,,,,,M,14,20,47,2015 - 2016
,,,,Y,,,,,,,,C,,P,,,,,,,,,,,No,,No,,,Y,,,,,,,,,Y,,,,,,M,13,19,35,2015 - 2016
Y,,,,,,,,,,,,C,P,,,,,,,,D Blisters,,D Cramp,,No,,No,,,Y,,,,Y,,,Y,,,Y,,,,,M,15,21,10,2015 - 2016
,Y,,,Y,Y,,,,,,,,C,,,,,,,,,,,D Sore,No,,No,,,,,,,Y,,,Y,,,Y,,,,,M,10,20,11,2015 - 2016
,,,,,,,,,Y,,,B,,,,,,,,,,,,,No,,No,,,,,,,Y,,,,,Y,Y,,,,,M,15,19,23,2015 - 2016
Y,Y,,Y,Y,Y,,,,Y,,,,B,,,,,D Stiff,,,B Stiff,,,,No,,FPS,,,Y,,Y,,,,,,,Y,Y,,,,,M,9,19,19,2015 - 2016
Y,Y,,,,Y,,,,Y,,,P,,C,,,,D Ache,,,,,,A Ache,No,,No,,,Y,Y,,,Y,,,,,Y,,,,,,M,16,20,44,2015 - 2016
Y,Y,,,Y,Y,,,,Y,,,B,,,,,,B Ache,,,,,,,No,,FPS,,,Y,Y,,,Y,Y,,,,,Y,,,,,M,14,18,12,2015 - 2016
Y,Y,,,,,,,,,,P,,,C,,,,D Stiff,,D Stiff,,,,,No,,Mirrors Edge,,,Y,,,,Y,,,,Fighting,Y,,,,,Fight Stick,M,15,19,25,2015 - 2016
,Y,,,,,,,,,,C,,P,,,,,D Sore,D Sore,,,,,,No,,No,,,Y,,,,,,,,,,Y,,,,,M,11,20,40,2015 - 2016
,,,Y,,Y,,,,Y,,,P,C,,,,,,,,A Discomfort,A Pain,A Palsy,,No,,No,,,,,,,,,Y,,MMO,Y,,,,,,M,6,19,1,2015 - 2016
Y,Y,,,Y,,,,Y,Y,,,,,B,,,,,,D Sore,,D Cramp,,,No,,No,,,Y,,Y,,Y,,,,,,Y,,,,,M,15,23,12,2015 - 2016
,,,,,,,,,,,,,B,,,,,,,,,,,,No,,No,,,Y,,,,,Y,,,,,Y,,,,,M,13,19,20,2015 - 2016
,,,,,Y,,,,,,C,P,,,,,,A Strain,A Strain,,,,,,No,,No,,,Y,,,,,Y,,,Adventure,,Y,,,,,M,14,18,25,2015 - 2016
,,,Y,,Y,,,,,,,C,,,P,,,,B Pain,,,D Pain,,,No,,No,,,,,Y,,Y,Y,,,,Y,Y,,Y,,,M,10,18,7,2015 - 2016
,,,Y,,,,,,Y,,,,C,P,,,,,,A Pain,,,,,No,,No,,,Y,Y,,,,,,Y,,,Y,,,,,M,15,18,30,2015 - 2016
,Y,Y,,,Y,,,,Y,,,P,,C,,,,,,A Discomfort,,D Pain,D Pain,,No,,FPS,,,,,,,Y,,Y,,,Y,,,,Y,,M,14,20,33,2015 - 2016
Y,Y,,,,,,,,Y,,,,B,,,,,B Pain,,A Discomfort,D Blisters,,,,Yes,Basketball Elbow,No,,,,,,,Y,,,,,Y,,,,,,M,12,19,22,2015 - 2016
,Y,,Y,,,,,,,,C,,P,,,,,B Ache,,,,B Ache,B Ache,B Ache,No,,No,,,,,Y,,Y,,,Y,,Y,,,,,,M,15,18,24,2015 - 2016
,,,,,Y,,,,,,,,C,,P,,,,,,,,,,No,,No,,,,,,,,,,Y,,,Y,,,,,M,13,18,2,2015 - 2016
,,,,Y,,,,,,,,,C,P,,,,,,,,,,,No,,No,,,,Y,,,Y,Y,,,,,Y,,,,,M,13,18,30,2015 - 2016
Y,Y,Y,Y,,,Y,Y,Y,Y,,,,,B,,,,B Pain,B Pain,B Pain,B Blisters,B Blisters,B Blisters,B Blisters,No,,No,,,,,,,Y,,,Y,Moba,Y,Y,Y,,,,M,18,21,30,2015 - 2016
Y,Y,,,Y,Y,,,,,,,,P,C,,,,,,,,D,,D,No,,No,,,,,,,Y,,,,Moba,Y,,,,,,M,6,18,25,2015 - 2016
,,,Y,,,,,,,,,,B,,,,,B Sore,B Sore,B Sore,,A Sore,,A Sore,No,,No,,,Y,,,,,,,,,Y,,,,,,M,16,20,12,2015 - 2016
,,,Y,,Y,,,,,,P,C,,,,,,,,,,,,,No,,No,,,Y,,,,,,,,,,Y,,,,,M,10,18,7,2015 - 2016
Y,Y,,,,,,,,,,,B,,,,,,,,D Discomfort,B Pain,B Discomfort,,,No,,No,,,Y,,Y,,Y,,,,,Y,,,,,,M,20,24,30,2015 - 2016
,,,,,,,,,,,,,C,,,,,,,,,,,D Pain,No,,No,,,Y,,Y,,Y,,,,,,Y,,,,,M,14,22,70,2015 - 2016
,Y,,,,,,,,,,,C,P,,,,,D Strain,,,,,,,No,,Platform,,,Y,,,,,,,,,Y,,,,,,M,3,18,5,2015 - 2016
Y,Y,,Y,,Y,,,Y,Y,,,C,P,,,,,B Sore,B Ache,B Ache,,D Numb,D Numb,,No,,No,Y,,,Y,,Y,,,,,,Y,Y,,,,,M,10,19,45,2015 - 2016
,Y,,,,,,,,Y,,,,C,P,,,,,,,,,,,No,,No,,,,,,,Y,,,,,,Y,,,,,M,11,19,19,2015 - 2016
,,Y,,,Y,Y,,,Y,,,,B,,,,,B Ache,B Ache,B Ache,,,,,No,,FPS,,,,,Y,,Y,,,Y,,Y,Y,,,,,M,11,18,22,2015 - 2016
,,,,,,,,,Y,,,,P,,C,,,,,,,,,,No,,No,,,,,,,,,,,Moba,Y,,,,,,M,9,18,28,2015 - 2016
Y,,,,,,,Y,,,,,,B,,,,,,,,,,,,No,,No,,,Y,,,,Y,,,Y,,,Y,,,,,M,10,19,7,2015 - 2016
Y,Y,,,,,,Y,,,,G,,,P,,,,,,D,,,,,No,,No,,,Y,,,,,,,,Moba,Y,,,,,,M,18,21,35,2015 - 2016
,,,Y,,,,,,,,,,C,P,,,,,,,D Pins Needles,D Pins Needles,,,No,,No,,,,,,,Y,,,,Moba,Y,,,,,,M,13,18,55,2015 - 2016
,,,,,Y,,,,,,,C,P,,,,,,,,,B Ache,,,No,,No,,,Y,Y,,,,Y,,,,Y,,,,,,F,13,19,50,2015 - 2016
,Y,,,,,,,,,,,,C,,P,,,B Ache,B Ache,B Ache,,,,,No,,No,,,Y,Y,,,Y,,,,,,Y,,,,,M,16,18,24,2015 - 2016
,Y,,,,Y,,,,,,C,,P,,,,,D Ache,,D Ache,,,,,No,,No,,Y,Y,,,,Y,,,,,Y,Y,,,,,M,12,19,29,2015 - 2016
,,,,,,,,,,,,,B,,,,,A Ache,,,,,,,No,,FPS,,Y,Y,,Y,,,,,,,,Y,,,,,F,16,19,10,2015 - 2016
Y,Y,,Y,Y,,,,,,,,,C,P,,,,A Ache,A Ache,,,,,,No,,No,,,Y,,,,,Y,,,,,Y,,,,,F,18,23,25,2015 - 2016
,,,Y,,,,,Y,Y,A lot generally,,,B,,,,,,,,,,,,No,,No,,,Y,Y,Y,,,,,,,Y,,,,,,F,12,19,45,2015 - 2016
Y,Y,,,,,,Y,,,,,,,,B,,,B Pain,,,B Pain,,B Pain,,No,,No,,,Y,,,,,,Y,,,Y,,,,,,M,16,19,33,2015 - 2016
,Y,,,,,,,,,,C,P,,,,,,,,,,,,,No,,FPS,,,Y,,,,,Y,,,Adventure,Y,Y,,,,,M,9,18,27,2015 - 2016
,Y,,Y,,,,,Y,,,,,C,P,,,,,,D,,D,D,D,No,,No,,,Y,,Y,,,,,,Adventure,,,,,,,F,14,18,42,2015 - 2016
,,Y,,,,Y,,,,,,,,C,P,,,D Stiff,D Stiff,,,D Stiff,,D Sore,No,,FPS/Driving,,,Y,,,,,Y,Y,,,Y,Y,,,,,F,20,32,8,2015 - 2016
Y,Y,,,Y,Y,,,,,,,C,P,,,,,,,,,D Stiff,,,No,,No,,,Y,,Y,,,,,,Moba,Y,,,,,,M,8,18,26,2015 - 2016
,,,,Y,Y,,,,,,,P,C,,,,,,,,,B Ache,,,No,,No,,,Y,,,,,,Y,Y,Moba,Y,Y,,,,,M,11,18,36,2015 - 2016
Y,,,,Y,,,,,,,,,,B,,,,,,B Pain,,B Pain,,,No,,No,,,,,,,,,,,MMO,Y,,,,,,M,15,22,55,2015 - 2016
,,,,,,,,,,,,C,,,,,,,,,,,,D Sore,No,,No,,,,,,,,,,,Action,,Y,,,,,M,15,20,14,2015 - 2016
,,,,,,,,,,,,,,B,,,,,,D Stiff,,,,,No,,Oculus Rift,,,,Y,,,Y,,,,Action,Y,Y,,,,,M,14,19,45,2015 - 2016
Y,Y,Y,Y,Y,Y,,,,Y,,,P,C,,,,,B Tension,B Tension,B Tension,B Strain,B Pain,B Pain,A Ache,Yes,WoW,No,,,Y,,,,,,,,,Y,Y,,,,,M,15,19,5,2015 - 2016
,Y,Y,Y,Y,Y,,,,,,,B,,,,,,A Pain,B Pain,,B Pain,B Pain,B Pain,B Pain,No,,No,,Y,Y,,,,Y,,,,,Y,Y,,,,,M,15,21,7,2015 - 2016
,Y,,,,,,,,,,,P,C,,,,,,,,,,,,No,,FPS,,,,,,,,,,,Adventure,,Y,,,,,M,18,26,6,2015 - 2016
,Y,Y,Y,,,,,,Y,,,,,B,,,,A Sore,,,,,,,No,,No,,,,,,,,,,,Moba,Y,,,,,,M,12,19,20,2015 - 2016
,,,Y,,,,Y,Y,,,,,C,P,,,,D Pain,D Sore,D Discomfort,,D Pain,,,Yes,Sitting,No,,,Y,Y,Y,,,,,,,Y,Y,,,,,M,15,18,-,2015 - 2016
Y,,,,Y,,,,,,,,,C,P,,,,,D,D,,,,,No,,No,,,Y,,,,,Y,,,,,Y,,,,,F,12,20,17,2015 - 2016
Y,,Y,,,Y,Y,,Y,,,,B,,,,,,B,,,,,D,,No,,No,,Y,Y,,,,Y,,,,,,Y,,,,,F,17,20,5,2015 - 2016
,,,Y,Y,Y,Y,,,,,,,,B,,,,B Pain,,B Pain,D Pain,,D Pain,,No,,No,,,Y,,,,Y,Y,Y,,,Y,Y,Y,,,,M,16,19,55,2015 - 2016
Y,Y,,Y,,,,,,,,,,P,C,,,,D,,D,,,,,No,,No,,,Y,,,,Y,,,Y,,,Y,,,,,M,14,18,22,2015 - 2016
Y,Y,Y,Y,Y,Y,,,Y,,,,,P,,C,,,B Ache,,B Pain,D Ache,D Pain,D Pain,D Stiffness,Yes,Yes,Driving,,,Y,,,,Y,,,Y,,Y,,,,,,M,15,18,20,2015 - 2016
